doc_id,label,train_id,text
doc00469,spam,valid,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
doc00470,ham,train,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
doc00471,ham,train,"Sorry, I'll call later"
doc00472,ham,train,"Sorry that took so long, omw now"
doc00473,ham,valid,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.
doc00474,spam,train,PRIVATE! Your 2003 Account Statement for 078
doc00475,spam,train,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
doc00476,ham,valid,Are you angry with me. What happen dear
doc00477,ham,train,Cold. Dont be sad dear
doc00478,spam,train,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
doc00479,ham,train,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
doc00480,ham,train,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
doc00481,spam,valid,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
doc00482,spam,train,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
doc00483,ham,train,Nope i'm not drivin... I neva develop da photos lei...
doc00484,spam,train,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
doc00485,spam,valid,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
doc00486,ham,valid,The evo. I just had to download flash. Jealous?
doc00487,spam,valid,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
doc00488,ham,train,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
doc00489,ham,train,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
doc00490,ham,valid,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
doc00491,ham,train,Carry on not disturbing both of you
doc00492,spam,train,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
doc00493,spam,train,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
doc00494,spam,valid,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
doc00495,ham,train,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs.."
doc00496,ham,train,Do u noe how 2 send files between 2 computers?
doc00497,spam,train,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
doc00498,ham,valid,I know you are. Can you pls open the back?
doc00499,ham,valid,Home so we can always chat
doc00500,spam,train,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
doc00501,spam,valid,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
doc00502,spam,train,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
doc00503,ham,valid,Do you always celebrate NY's with your family ?
doc00504,ham,train,"Sorry, I'll call later"
doc00505,ham,valid,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."
doc00506,ham,valid,I though we shd go out n have some fun so bar in town or something – sound ok?
doc00507,ham,valid,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
doc00508,spam,train,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
doc00509,ham,valid,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
doc00510,spam,train,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
doc00511,ham,train,Thanks for understanding. I've been trying to tell sura that.
doc00512,ham,train,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
doc00513,spam,valid,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription
doc00514,spam,train,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
doc00515,spam,train,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
doc00516,ham,valid,Well obviously not because all the people in my cool college life went home ;_;
doc00517,spam,train,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
doc00518,ham,train,Hi.:)technical support.providing assistance to us customer through call and email:)
doc00519,ham,valid,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
doc00520,ham,valid,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
doc00521,spam,valid,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
doc00522,spam,valid,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
doc00523,ham,train,No let me do the math. Your not good at it.
doc00524,ham,valid,What time should I tell my friend to be around?
doc00525,ham,valid,Ok... Help me ask if she's working tmr a not?
doc00526,ham,train,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
doc00527,ham,train,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
doc00528,spam,train,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
doc00529,spam,valid,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
doc00530,ham,train,U repeat e instructions again. Wat's e road name of ur house?
doc00531,ham,train,"Alright, we're all set here, text the man"
doc00532,ham,train,"Aight, I'll text you when I'm back"
doc00533,ham,train,I want to be inside you every night...
doc00534,spam,train,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
doc00535,ham,train,I'm on the bus. Love you
doc00536,ham,train,They just talking thats it de. They wont any other.
doc00537,spam,valid,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
doc00538,ham,valid,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
doc00539,spam,train,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
doc00540,ham,valid,U still going to the mall?
doc00541,spam,valid,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
doc00542,ham,train,Sorry da thangam.it's my mistake.
doc00543,spam,train,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
doc00544,spam,valid,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
doc00545,ham,train,Gokila is talking with you aha:)
doc00546,ham,train,My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
doc00547,ham,train,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm"
doc00548,ham,valid,Wat r u doing?
doc00549,ham,train,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
doc00550,spam,train,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
doc00551,spam,train,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
doc00552,ham,train,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
doc00553,ham,valid,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
doc00554,spam,train,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
doc00555,ham,train,I'm leaving my house now.
doc00556,ham,valid,I wait 4 ü inside da car park...
doc00557,spam,train,Please CALL 08712402972 immediately as there is an urgent message waiting for you
doc00558,ham,valid,Yun buying... But school got offer 2000 plus only...
doc00559,spam,valid,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
doc00560,ham,valid,Should I have picked up a receipt or something earlier
doc00561,spam,train,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
doc00562,ham,valid,Just normal only here :)
doc00563,ham,valid,"Just sent again. Do you scream and moan in bed, princess?"
doc00564,ham,train,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
doc00565,spam,train,Win a £1000 cash prize or a prize worth £5000
doc00566,ham,train,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
doc00567,spam,train,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
doc00568,spam,valid,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
doc00569,spam,train,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
doc00570,spam,valid,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
doc00571,ham,train,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)
doc00572,spam,train,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck."
doc00573,spam,train,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
doc00574,ham,train,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
doc00575,ham,valid,Rofl betta invest in some  anti aging products
doc00576,ham,train,"I'm in a meeting, call me later at"
doc00577,ham,valid,I might go 2 sch. Yar at e salon now v boring.
doc00578,ham,train,Am slow in using biola's fne
doc00579,spam,train,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
doc00580,spam,valid,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
doc00581,ham,valid,1's reach home call me.
doc00582,spam,valid,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
doc00583,spam,train,88066 FROM 88066 LOST 3POUND HELP
doc00584,ham,train,I have printed it oh. So  &lt;#&gt;  come upstairs
doc00585,spam,train,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
doc00586,ham,train,"I hav almost reached. Call, i m unable to connect u."
doc00587,ham,valid,Havent.
doc00588,spam,train,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
doc00589,spam,valid,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
doc00590,ham,train,I sent lanre fakeye's Eckankar details to the mail box
doc00591,spam,train,Filthy stories and GIRLS waiting for your
doc00592,ham,train,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
doc00593,ham,valid,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
doc00594,ham,valid,Going on nothing great.bye
doc00595,ham,train,Hi:)cts employee how are you?
doc00596,spam,train,FreeMsg>FAV XMAS TONES!Reply REAL
doc00597,ham,train,Love you aathi..love u lot..
doc00598,spam,valid,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS"
doc00599,ham,train,Prakesh is there know.
doc00600,ham,valid,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries
doc00601,spam,train,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
doc00602,ham,train,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
doc00603,ham,train,Was playng 9 doors game and gt racing on phone lol
doc00604,ham,valid,K.k.how is your business now?
doc00605,ham,valid,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
doc00606,spam,train,You have 1 new voicemail. Please call 08719181503
doc00607,ham,train,Then why you came to hostel.
doc00608,spam,train,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
doc00609,ham,train,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
doc00610,ham,train,I had askd u a question some hours before. Its answer
doc00611,spam,valid,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
doc00612,spam,train,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
doc00613,ham,valid,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
doc00614,spam,train,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
doc00615,ham,train,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
doc00616,ham,valid,Yup but not studying surfing lor. I'm in e lazy mode today.
doc00617,spam,valid,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
doc00618,ham,train,Yup... How ü noe leh...
doc00619,ham,valid,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
doc00620,ham,train,Lol they were mad at first but then they woke up and gave in.
doc00621,spam,train,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
doc00622,ham,train,Thanks honey. Have a great day.
doc00623,ham,train,No shoot me. I'm in the docs waiting room. :/
doc00624,spam,valid,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
doc00625,ham,train,Jordan got voted out last nite!
doc00626,spam,valid,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
doc00627,spam,train,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
doc00628,ham,valid,"It's cool, we can last a little while. Getting more any time soon?"
doc00629,spam,valid,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
doc00630,ham,train,S da..al r above  &lt;#&gt;
doc00631,ham,train,I uploaded mine to Facebook
doc00632,ham,valid,What's your room number again? Wanna make sure I'm knocking on the right door
doc00633,spam,train,This message is brought to you by GMW Ltd. and is not connected to the
doc00634,ham,train,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
doc00635,spam,train,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
doc00636,ham,train,I've reached sch already...
doc00637,spam,train,Ringtone Club: Gr8 new polys direct to your mobile every week !
doc00638,spam,valid,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
doc00639,spam,train,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
doc00640,spam,valid,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
doc00641,ham,train,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
doc00642,ham,valid,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
doc00643,spam,train,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
doc00644,spam,valid,"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
doc00645,ham,valid,I sent your maga that money yesterday oh.
doc00646,ham,train,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
doc00647,ham,valid,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
doc00648,spam,valid,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
doc00649,ham,train,Are you coming to day for class.
doc00650,spam,train,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
doc00651,ham,train,Yeah I'll try to scrounge something up
doc00652,spam,train,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
doc00653,spam,train,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
doc00654,ham,valid,Its a part of checking IQ
doc00655,ham,train,U buy newspapers already?
doc00656,ham,valid,Pete can you please ring meive hardly gotany credit
doc00657,ham,valid,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
doc00658,spam,train,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
doc00659,ham,train,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
doc00660,spam,train,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
doc00661,spam,valid,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
doc00662,spam,valid,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
doc00663,spam,train,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
doc00664,ham,valid,Arun can u transfr me d amt
doc00665,ham,valid,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
doc00666,ham,train,I will vote for wherever my heart guides me
doc00667,spam,train,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
doc00668,ham,train,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
doc00669,ham,valid,Nope thats fine. I might have a nap tho!
doc00670,ham,train,What he said is not the matter. My mind saying some other matter is there.
doc00671,spam,train,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
doc00672,ham,valid,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
doc00673,spam,valid,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
doc00674,spam,train,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
doc00675,ham,valid,"Im sorry bout last nite it wasnt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
doc00676,ham,valid,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
doc00677,spam,valid,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
doc00678,spam,valid,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
doc00679,spam,valid,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr"
doc00680,ham,train,I dont know oh. Hopefully this month.
doc00681,ham,valid,You busy or can I come by at some point and figure out what we're doing tomorrow
doc00682,ham,train,:-) :-)
doc00683,spam,train,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
doc00684,spam,valid,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
doc00685,ham,valid,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
doc00686,spam,valid,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
doc00687,ham,train,Ay wana meet on sat?ü wkg on sat?
doc00688,ham,train,Well you told others you'd marry them...
doc00689,ham,train,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
doc00690,spam,train,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
doc00691,ham,valid,Yo sorry was in the shower sup
doc00692,spam,valid,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
doc00693,ham,valid,He remains a bro amongst bros
doc00694,ham,valid,Ok Chinese food on its way. When I get fat you're paying for my lipo.
doc00695,spam,train,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
doc00696,ham,train,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
doc00697,ham,valid,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies"
doc00698,ham,valid,Are you willing to go for aptitude class.
doc00699,spam,train,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
doc00700,ham,train,Not course. Only maths one day one chapter with in one month we can finish.
doc00701,ham,valid,Hey what's up charles sorry about the late reply.
doc00702,spam,valid,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
doc00703,spam,valid,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
doc00704,spam,train,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
doc00705,spam,train,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
doc00706,ham,valid,Thank you princess! You are so sexy...
doc00707,ham,train,Ü takin linear algebra today?
doc00708,spam,valid,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
doc00709,spam,train,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
doc00710,spam,train,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
doc00711,spam,train,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
doc00712,spam,valid,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
doc00713,spam,valid,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
doc00714,ham,train,at bruce b downs &amp; fletcher now
doc00715,spam,valid,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
doc00716,spam,valid,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
doc00717,ham,train,Glad to see your reply.
doc00718,spam,valid,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
doc00719,ham,train,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
doc00720,spam,train,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
doc00721,spam,valid,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
doc00722,spam,train,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
doc00723,ham,train,Where at were hungry too
