crime_type,year,month,day,hour,location,latitude,longitude
robbery,2009,1,3,1,STREET,41.867436116,-87.702035022
robbery,2006,5,27,22,PARK PROPERTY,41.765262585,-87.703792745
prostitution,2008,9,18,21,STREET,41.880913833,-87.68152935
prostitution,2008,9,15,11,SIDEWALK,41.917234286,-87.720999473
prostitution,2006,1,5,22,STREET,41.880458148,-87.748259978
robbery,2015,7,1,9,STREET,41.745853638,-87.5995132
prostitution,2002,4,23,8,STREET,41.806811598,-87.645480967
prostitution,2006,6,19,20,STREET,41.881023696,-87.701680967
theft,2001,11,6,22,VACANT LOT/LAND,41.766669529,-87.654014599
prostitution,2002,6,14,9,STREET,41.77933008,-87.673033929
narcotics,2013,12,27,9,ABANDONED BUILDING,41.88274503,-87.769846629
criminal_damage,2015,8,7,20,VEHICLE NON-COMMERCIAL,41.738288656,-87.721551872
narcotics,2015,3,5,19,RESIDENCE,41.881919809,-87.736330353
theft,2008,4,1,24,RESIDENCE,41.795911297,-87.63186358
prostitution,2008,5,1,12,APARTMENT,41.875041041,-87.743440571
narcotics,2008,10,16,1,STREET,41.899434622,-87.728662887
narcotics,2004,2,12,22,STREET,42.021173233,-87.673356697
prostitution,2001,2,13,21,STREET,41.886003345,-87.620831156
narcotics,2011,6,6,20,STREET,41.770165891,-87.681511635
robbery,2008,7,29,19,RESIDENCE PORCH/HALLWAY,41.849115711,-87.719807032
prostitution,2005,9,16,22,STREET,41.75702248,-87.558073456
criminal_damage,2002,8,12,5,RESIDENCE,41.778723664,-87.718542637
criminal_damage,2007,8,17,5,APARTMENT,41.807067906,-87.603843747
prostitution,2004,2,19,5,STREET,41.909407737,-87.76310227
robbery,2011,11,24,1,SIDEWALK,41.761980459,-87.583564852
prostitution,2002,4,28,2,STREET,41.912409615,-87.671006467
narcotics,2007,12,24,20,RESIDENCE PORCH/HALLWAY,41.802516537,-87.644063512
prostitution,2010,7,11,22,STREET,41.678754774,-87.634704077
narcotics,2006,7,8,2,STREET,41.724353822,-87.631437275
theft,2013,12,24,16,RESIDENCE PORCH/HALLWAY,41.955439639,-87.773188295
theft,2002,6,8,11,SIDEWALK,41.910143494,-87.704803264
prostitution,2001,12,8,14,SIDEWALK,41.917142113,-87.719155897
theft,2015,12,25,4,RESIDENCE,41.710418768,-87.608980816
prostitution,2006,1,25,21,STREET,41.880906689,-87.711923717
narcotics,2001,11,11,11,STREET,41.894044643,-87.724971051
narcotics,2010,11,2,17,SIDEWALK,41.879945218,-87.686401031
prostitution,2012,10,31,18,STREET,41.880702663,-87.698702361
criminal_damage,2011,11,20,3,RESIDENCE,41.90131451,-87.725041634
theft,2017,4,14,8,RESIDENTIAL YARD (FRONT/BACK),41.932671263,-87.651954627
narcotics,2009,3,28,19,GAS STATION,41.76573639,-87.66381882
prostitution,2001,10,17,20,STREET,41.812230562,-87.64577514
theft,2009,3,30,20,STREET,41.829929212,-87.724198877
prostitution,2008,5,26,6,STREET,41.880453838,-87.748491361
criminal_damage,2005,7,1,23,GROCERY FOOD STORE,41.680481664,-87.540099953
criminal_damage,2011,10,29,22,APARTMENT,41.786854645,-87.615784571
criminal_damage,2015,4,23,8,STREET,41.814457902,-87.639672886
narcotics,2010,7,24,11,SIDEWALK,41.882523763,-87.755144938
robbery,2003,11,11,11,SMALL RETAIL STORE,41.766255089,-87.574637042
prostitution,2004,6,25,6,STREET,41.801676177,-87.742991656
robbery,2011,8,17,11,STREET,41.879202837,-87.626113652
theft,2015,12,11,21,BOWLING ALLEY,41.891023035,-87.619141016
prostitution,2007,12,21,7,STREET,41.802190662,-87.666025149
theft,2003,11,26,13,RESIDENCE,41.834570392,-87.727949125
prostitution,2007,8,10,15,STREET,41.880539859,-87.74171184
theft,2001,7,15,13,DEPARTMENT STORE,41.92375,-87.789883682
robbery,2008,10,6,23,SIDEWALK,41.732821527,-87.585560041
criminal_damage,2005,1,16,16,RESIDENCE,41.663143127,-87.637116277
prostitution,2008,2,6,1,STREET,41.868610002,-87.743730999
prostitution,2001,9,30,20,STREET,41.91050173,-87.6824114
theft,2008,9,8,1,STREET,41.731998698,-87.543386519
theft,2014,2,15,22,STREET,41.908245663,-87.678014854
robbery,2014,10,29,23,APARTMENT,41.744909385,-87.603789279
robbery,2007,11,21,9,CTA TRAIN,41.837751164,-87.632874714
theft,2002,7,22,24,RESIDENCE,41.877018903,-87.73113614
narcotics,2007,12,31,1,SIDEWALK,41.843635028,-87.705014212
narcotics,2010,1,18,17,APARTMENT,41.80053853,-87.659899154
prostitution,2005,10,7,23,STREET,41.917277591,-87.71729544
prostitution,2010,4,12,14,SIDEWALK,41.906870699,-87.726428954
narcotics,2008,12,24,13,RESIDENCE,41.727329033,-87.58792067
narcotics,2001,4,13,20,RESIDENCE,41.774110999,-87.58959352
robbery,2002,9,28,2,GAS STATION,41.85775341,-87.668784595
criminal_damage,2002,11,15,2,OTHER,41.917124325,-87.729774554
theft,2013,10,26,9,VEHICLE NON-COMMERCIAL,42.002571405,-87.666878718
theft,2015,9,9,1,STREET,41.773494729,-87.70415584
theft,2011,7,25,18,RESIDENCE,41.794759406,-87.695047571999993
robbery,2001,8,6,23,SIDEWALK,41.854198944,-87.716381491
narcotics,2006,2,27,18,STREET,41.953552346,-87.7357763
criminal_damage,2013,4,1,1,STREET,41.900750694,-87.627914593
prostitution,2001,3,29,12,STREET,41.787179661,-87.642390763
prostitution,2008,5,30,21,STREET,41.919898808,-87.746194922
robbery,2001,9,21,16,STREET,41.753301459,-87.666092001
robbery,2008,10,9,1,SIDEWALK,41.897776771,-87.772395876
robbery,2005,10,3,21,STREET,41.876607964,-87.627644063
theft,2001,1,24,7,PARKING LOT/GARAGE(NON.RESID.),41.893024227,-87.638026439
criminal_damage,2009,6,1,5,PARKING LOT/GARAGE(NON.RESID.),41.885729338,-87.625780935
criminal_damage,2002,7,24,17,STREET,41.768096835,-87.663878589
criminal_damage,2006,10,3,16,ALLEY,41.822661361,-87.615685768
robbery,2012,9,30,22,SIDEWALK,41.932736608,-87.678752821
theft,2017,7,7,6,RESIDENCE,41.747540791,-87.561313376
robbery,2010,7,17,14,SIDEWALK,41.777176957,-87.701043895
theft,2008,12,19,12,STREET,41.956633666,-87.678828184
theft,2004,4,24,18,STREET,41.922085395,-87.707133295
criminal_damage,2012,11,3,13,RESIDENCE,41.779876323,-87.728896458
narcotics,2007,8,27,11,SIDEWALK,41.779125969,-87.692724188
prostitution,2005,5,3,23,STREET,41.752652015,-87.605237166
narcotics,2014,9,11,24,SIDEWALK,41.888934605,-87.756291745
prostitution,2002,8,23,23,VACANT LOT/LAND,41.88108562,-87.694519666
criminal_damage,2004,10,2,15,CHA APARTMENT,41.899006919,-87.64124903
criminal_damage,2007,12,16,15,ALLEY,42.007828724,-87.670576862
narcotics,2001,6,29,18,STREET,41.812771245,-87.636675792
criminal_damage,2016,5,4,12,RESIDENTIAL YARD (FRONT/BACK),41.876588202,-87.760122455
criminal_damage,2016,4,28,18,STREET,41.925463182,-87.647970799
narcotics,2004,7,16,21,ALLEY,41.708242576,-87.639226455
prostitution,2008,8,22,20,STREET,41.755289122,-87.556195869
narcotics,2013,10,6,21,SIDEWALK,41.893679007,-87.760597727
narcotics,2005,5,4,11,VEHICLE NON-COMMERCIAL,41.681084948,-87.623989486
theft,2008,11,24,1,STREET,41.733241296,-87.587654475
narcotics,2017,1,27,23,SIDEWALK,41.889623323,-87.627996634
prostitution,2010,11,19,20,STREET,41.851327229,-87.704017656
theft,2009,3,26,15,OTHER,41.76831036,-87.649345507
prostitution,2007,2,1,20,STREET,41.880964546,-87.706914353
prostitution,2004,7,17,6,STREET,41.910760668,-87.65927455
narcotics,2005,10,13,9,"SCHOOL, PUBLIC, BUILDING",41.884856209,-87.763346345
narcotics,2012,12,11,16,PARK PROPERTY,41.96641999,-87.656198775
criminal_damage,2011,1,24,20,STREET,41.919720142,-87.742393589
criminal_damage,2009,6,7,13,STREET,41.823665846,-87.603072021
narcotics,2011,3,16,19,RESIDENCE,41.851684365,-87.634774508
theft,2009,9,13,23,PARKING LOT/GARAGE(NON.RESID.),41.876427984,-87.626045105
theft,2012,9,8,17,DEPARTMENT STORE,41.882539542,-87.627850543
narcotics,2002,10,16,23,CTA PLATFORM,41.885888079,-87.627942238
theft,2013,7,3,13,PARKING LOT/GARAGE(NON.RESID.),41.921611428,-87.664921927
robbery,2011,7,31,16,SMALL RETAIL STORE,41.994697298,-87.689783358
criminal_damage,2013,12,8,21,RESIDENCE-GARAGE,41.823794595,-87.687318801
robbery,2004,2,8,15,SIDEWALK,41.89428814,-87.629722994
robbery,2006,12,18,21,ALLEY,41.766923135,-87.723684562
narcotics,2007,4,22,20,SIDEWALK,41.847737402,-87.701457979
robbery,2007,12,26,20,SIDEWALK,41.76907549,-87.630165513
criminal_damage,2014,10,18,13,BRIDGE,41.659193213,-87.570822951
robbery,2001,6,18,6,SIDEWALK,41.853501371,-87.732325823
prostitution,2006,9,11,22,STREET,41.909828403,-87.730486203
theft,2008,12,2,12,CTA TRAIN,42.018498254,-87.672983233
narcotics,2007,8,11,22,STREET,41.752960947,-87.566254578
robbery,2004,3,31,24,"SCHOOL, PUBLIC, BUILDING",41.774330666,-87.708484611
prostitution,2014,12,6,1,SIDEWALK,41.880309142,-87.740608663
theft,2015,1,19,11,RESTAURANT,41.891637678,-87.630247904
prostitution,2003,1,28,3,SIDEWALK,41.697235111,-87.620846096
narcotics,2010,10,9,20,SIDEWALK,41.721733763,-87.594780303
theft,2009,9,15,8,STREET,41.876556349,-87.631760814
criminal_damage,2002,10,11,12,SMALL RETAIL STORE,41.924564765,-87.720091564
narcotics,2003,4,16,19,LIBRARY,41.828203205,-87.626495474
criminal_damage,2005,3,1,21,RESIDENCE,41.880155941,-87.697103065
theft,2008,1,23,16,DEPARTMENT STORE,41.899410159,-87.624131266
narcotics,2003,5,16,11,VEHICLE NON-COMMERCIAL,41.790469519,-87.63775339
narcotics,2004,2,10,16,SIDEWALK,41.846596134,-87.68478092
robbery,2014,11,4,1,SIDEWALK,41.845529153,-87.698631699
criminal_damage,2002,6,8,12,STREET,41.985896211,-87.695602588
criminal_damage,2008,5,5,12,RESIDENCE PORCH/HALLWAY,41.905261938,-87.761045246
narcotics,2006,1,8,19,SIDEWALK,41.902006768,-87.695336037
robbery,2010,3,14,18,SIDEWALK,41.909537531,-87.752858605
theft,2011,12,8,7,STREET,41.90269612,-87.673579053
prostitution,2006,9,11,20,STREET,42.00820667,-87.673781419
robbery,2016,4,13,18,OTHER,41.709361296,-87.681712398
criminal_damage,2016,1,26,13,PARKING LOT/GARAGE(NON.RESID.),41.93374417,-87.644581852
prostitution,2007,7,28,8,STREET,41.799055746,-87.663505122
robbery,2016,11,5,23,STREET,41.778661058,-87.68227253
criminal_damage,2003,2,19,17,RESIDENCE,41.666360644,-87.631888194
narcotics,2015,11,30,20,ALLEY,41.881976814,-87.731478842
robbery,2007,7,29,2,SIDEWALK,41.793876041,-87.649323127
narcotics,2015,3,6,17,SIDEWALK,41.768052028,-87.652980952
robbery,2008,6,30,8,SIDEWALK,41.816358925,-87.606702419
narcotics,2008,12,10,17,RESIDENCE,41.763993213,-87.679448146
robbery,2015,9,29,1,STREET,41.766613666,-87.63103182
robbery,2010,10,28,15,SIDEWALK,41.887515351,-87.716090418
robbery,2009,10,31,2,SIDEWALK,41.841984337,-87.722047751
narcotics,2005,6,3,11,VEHICLE NON-COMMERCIAL,41.865495558,-87.730047459
narcotics,2007,11,2,23,STREET,41.876717854,-87.750442158
robbery,2007,5,16,12,SIDEWALK,41.865638911,-87.723933451
prostitution,2005,6,28,7,SIDEWALK,41.908533952,-87.726475653
robbery,2014,5,7,21,STREET,41.749204376,-87.551248747
criminal_damage,2002,4,19,14,STREET,41.862898006,-87.711250096
criminal_damage,2012,3,18,6,STREET,41.901141665,-87.6927513
robbery,2008,9,20,1,SIDEWALK,41.799077796,-87.595015124
robbery,2001,5,29,16,SIDEWALK,41.951288186,-87.762159337
criminal_damage,2005,3,13,22,APARTMENT,41.969308448,-87.696264491
criminal_damage,2011,11,19,3,STREET,41.879809676,-87.721764498
narcotics,2005,5,26,18,ALLEY,41.800311222,-87.670834444
theft,2011,4,3,11,RESIDENCE,41.693993226,-87.663604049
robbery,2003,6,28,11,STREET,41.824604911,-87.631326656
prostitution,2008,4,12,8,STREET,41.804331841,-87.644286128
theft,2002,10,4,16,SIDEWALK,41.953403719,-87.74794257
theft,2005,5,6,17,COMMERCIAL / BUSINESS OFFICE,41.889834629,-87.626657467
prostitution,2003,8,7,5,STREET,41.900540689,-87.632159518
criminal_damage,2006,2,10,20,RESIDENCE,41.771159867,-87.577662237
narcotics,2005,5,29,23,SIDEWALK,41.924071479,-87.758959034
robbery,2001,6,4,11,STREET,41.910302217,-87.699232189
robbery,2002,10,19,17,OTHER,41.804360707,-87.586129856
prostitution,2001,7,9,14,STREET,41.93522065,-87.746892369
prostitution,2005,10,1,23,STREET,41.784474741,-87.664342569
robbery,2012,12,31,18,STREET,41.766824095,-87.628199667
theft,2007,8,14,8,RESIDENCE,41.718623516,-87.67835521
criminal_damage,2007,6,18,21,RESIDENTIAL YARD (FRONT/BACK),41.698682603,-87.543768748
prostitution,2013,6,30,7,SIDEWALK,41.699450245,-87.620920514
criminal_damage,2014,3,27,22,RESIDENCE,41.753807493,-87.645336203
robbery,2004,3,21,1,STREET,41.91517226,-87.677561893
criminal_damage,2001,5,29,19,STREET,41.861384336,-87.712986477
robbery,2016,1,21,22,SIDEWALK,41.900894599,-87.629900253
narcotics,2012,2,5,18,STREET,41.850060897,-87.68068649
theft,2017,2,3,24,RESIDENCE,41.749425473,-87.607091282
prostitution,2009,11,14,19,HOTEL/MOTEL,41.888676095,-87.636913058
robbery,2002,12,22,2,SIDEWALK,41.810077148,-87.611468563
narcotics,2003,2,20,15,STREET,41.862987588,-87.70351786
robbery,2007,10,14,20,SIDEWALK,41.747573183,-87.608413064
prostitution,2007,2,23,6,SIDEWALK,41.882203091,-87.740157838
narcotics,2008,10,20,10,RESIDENTIAL YARD (FRONT/BACK),41.823636218,-87.697791332
robbery,2009,11,30,12,SIDEWALK,41.906570698,-87.728863727
prostitution,2003,7,31,7,STREET,41.78024763,-87.615102958
prostitution,2004,10,24,24,STREET,41.810815929,-87.743241545
prostitution,2002,5,29,22,STREET,41.756898082,-87.557939347
robbery,2003,10,16,1,CURRENCY EXCHANGE,41.750794483,-87.633560686
robbery,2012,8,11,3,SIDEWALK,41.766977498,-87.620151934
robbery,2012,6,12,7,SIDEWALK,41.867486124,-87.622310774
prostitution,2012,5,31,22,HOTEL/MOTEL,41.893349463,-87.623456403
theft,2010,10,20,13,SMALL RETAIL STORE,41.844243782,-87.725321944
narcotics,2007,2,20,23,STREET,41.904514084,-87.755828213
narcotics,2007,12,18,16,SIDEWALK,41.863554906,-87.726313789
criminal_damage,2009,1,2,6,RESIDENCE,41.746186591,-87.573059471
narcotics,2004,9,23,18,STREET,41.879611835,-87.709472306
theft,2009,6,6,11,STREET,41.771476914,-87.662784003
narcotics,2008,9,19,11,SIDEWALK,41.89761252,-87.762454228
narcotics,2011,11,30,10,"SCHOOL, PUBLIC, BUILDING",41.906684967,-87.635303024
criminal_damage,2003,6,27,22,OTHER,41.783380448,-87.770981468
criminal_damage,2007,4,30,20,STREET,41.962884689,-87.718488825
theft,2015,10,13,9,APARTMENT,41.808500903,-87.616562762
theft,2014,5,18,23,STREET,41.911783065,-87.719751013
theft,2012,9,13,12,PARKING LOT/GARAGE(NON.RESID.),41.888519671,-87.64282025
theft,2010,2,5,17,STREET,41.946471435,-87.664000643
criminal_damage,2004,9,6,21,STREET,41.900212075,-87.695342882
robbery,2003,10,16,22,SIDEWALK,41.707766086,-87.620121895
narcotics,2010,5,14,8,SIDEWALK,41.879674115,-87.703787337
criminal_damage,2009,12,17,18,STREET,41.779806892,-87.614400269
narcotics,2003,2,13,22,STREET,41.776813296,-87.690895775
theft,2017,6,11,17,PARK PROPERTY,41.863375231,-87.659636657
narcotics,2006,9,14,1,STREET,41.693172272,-87.662594686
prostitution,2004,9,11,12,STREET,41.729126787,-87.604641957
robbery,2001,9,30,1,STREET,41.899662846,-87.667244602
narcotics,2004,10,22,16,STREET,41.844055414,-87.626713713
narcotics,2003,10,27,15,DEPARTMENT STORE,41.909573262,-87.750161722
narcotics,2007,7,28,9,SIDEWALK,41.711546981,-87.619995865
prostitution,2006,1,31,20,STREET,41.808084706,-87.706839909
theft,2011,11,10,22,STREET,41.71473202,-87.569441652
prostitution,2008,9,25,14,STREET,41.792365924,-87.625638874
narcotics,2003,10,2,24,STREET,41.898922292,-87.731958884
theft,2012,6,15,14,DEPARTMENT STORE,41.963070794,-87.655984213
prostitution,2001,9,5,23,STREET,41.784257265,-87.615578869
theft,2015,10,14,20,DRUG STORE,41.91058325,-87.726353375
criminal_damage,2015,7,7,11,RESIDENCE,41.727547557,-87.570619658
prostitution,2001,7,31,22,STREET,41.814682517,-87.619890731
criminal_damage,2003,4,18,17,RESIDENCE PORCH/HALLWAY,41.81141778,-87.600856199
prostitution,2002,12,27,1,STREET,41.910557078,-87.672880906
robbery,2010,2,27,17,RESIDENCE PORCH/HALLWAY,42.007229555,-87.661447148
narcotics,2006,6,28,15,PARKING LOT/GARAGE(NON.RESID.),42.004625708,-87.672861804
narcotics,2015,6,8,21,GAS STATION,41.798598012,-87.684157541
theft,2017,1,25,14,RESTAURANT,41.87894349,-87.630805682
criminal_damage,2002,12,20,19,STREET,41.920784312,-87.649817663
theft,2016,8,31,5,STREET,41.920358004,-87.6631566
prostitution,2008,11,24,24,HOTEL/MOTEL,41.895140898,-87.624255632
prostitution,2011,2,12,8,RESIDENCE PORCH/HALLWAY,41.790217905,-87.619109658
narcotics,2008,11,10,22,SIDEWALK,41.706210169,-87.626804247
prostitution,2017,5,23,23,SIDEWALK,41.880171918,-87.740606259
narcotics,2004,8,14,21,STREET,41.949828651,-87.743244145
robbery,2014,7,20,3,SIDEWALK,41.890001039,-87.617635595
prostitution,2002,5,24,6,STREET,41.91824113,-87.697220931
criminal_damage,2014,5,29,8,CTA BUS,41.751500337,-87.585302977
criminal_damage,2014,6,6,22,STREET,41.792697029,-87.590284467
narcotics,2010,9,29,24,SIDEWALK,41.764802129,-87.674051635
robbery,2016,12,23,19,SIDEWALK,41.901170519,-87.690058483
narcotics,2009,10,8,24,SIDEWALK,41.899998054,-87.72622589
theft,2015,2,10,16,SMALL RETAIL STORE,41.899968652,-87.626586147
narcotics,2003,8,16,1,STREET,41.872560951,-87.723610688
theft,2017,3,1,7,STREET,41.903077492,-87.683673325
narcotics,2005,10,2,17,STREET,41.791526562,-87.660880913
robbery,2012,9,14,24,CTA BUS STOP,41.800863342,-87.664766276
prostitution,2013,5,23,8,GAS STATION,41.880575249,-87.738469028
narcotics,2004,12,23,14,STREET,41.791884908,-87.64630798
robbery,2004,3,23,22,PARKING LOT/GARAGE(NON.RESID.),41.72187984,-87.614789936
theft,2008,10,7,7,STREET,41.885654043,-87.665447432
narcotics,2008,8,13,22,SIDEWALK,41.866235446,-87.720517147
narcotics,2002,2,9,14,STREET,41.902029704,-87.693047312
narcotics,2009,8,12,23,PARKING LOT/GARAGE(NON.RESID.),41.925160357,-87.667394686
theft,2007,11,24,23,STREET,42.008415511,-87.673830775
narcotics,2009,9,1,11,GROCERY FOOD STORE,41.892290508,-87.712558965
narcotics,2010,10,10,20,STREET,41.893547512,-87.724373418
criminal_damage,2012,6,19,23,STREET,41.921879771,-87.644393457
criminal_damage,2001,9,2,21,STREET,41.901525476,-87.74767465
robbery,2009,1,23,14,RESIDENCE-GARAGE,41.808934441,-87.7260741
robbery,2012,7,5,24,STREET,41.739449288,-87.72048194
narcotics,2008,1,13,16,STREET,41.830530933,-87.610277459
theft,2005,10,27,16,COLLEGE/UNIVERSITY GROUNDS,41.885389294,-87.626265771
narcotics,2011,2,5,18,STREET,41.893153218,-87.746682342
robbery,2007,11,8,15,SIDEWALK,41.761893505,-87.55846566
narcotics,2005,9,30,22,STREET,41.784133534,-87.686221109
theft,2006,8,7,14,STREET,41.885950291,-87.703802846
theft,2008,8,16,6,HOTEL/MOTEL,41.892605313,-87.619839586
narcotics,2005,9,18,24,STREET,41.919475414,-87.719287846
criminal_damage,2011,9,14,23,STREET,41.870400059,-87.722874886
criminal_damage,2004,3,30,11,RESIDENCE,41.911579299,-87.802195314
criminal_damage,2002,7,26,23,RESTAURANT,41.932139794,-87.71719655
theft,2009,8,21,18,SMALL RETAIL STORE,41.880042178,-87.647310685
robbery,2001,10,5,22,ALLEY,41.673611948,-87.619971978
robbery,2014,6,13,1,VEHICLE NON-COMMERCIAL,41.975334679,-87.692313579
narcotics,2012,7,8,21,STREET,41.772221652,-87.662021064
robbery,2015,5,16,3,ALLEY,41.922977461,-87.745049633
prostitution,2005,2,26,22,STREET,41.862027865,-87.725043361
theft,2012,10,6,19,STREET,41.793398998,-87.657282217
criminal_damage,2014,12,14,16,STREET,41.782044779,-87.688599665
narcotics,2006,12,24,21,STREET,41.953201167,-87.765531798
theft,2014,7,26,23,BAR OR TAVERN,41.908176407,-87.634618163
narcotics,2002,3,12,14,SIDEWALK,41.980634157,-87.656529996
prostitution,2011,12,30,21,STREET,41.887203462,-87.766303882
narcotics,2008,7,7,21,STREET,41.692134045,-87.630308464
robbery,2006,9,2,5,STREET,41.897603442,-87.640599354
robbery,2013,12,6,20,SIDEWALK,41.75702248,-87.558073456
theft,2001,11,17,16,OTHER,41.892591994,-87.624335244
robbery,2014,8,2,19,SIDEWALK,41.942146743,-87.727278102
robbery,2001,9,14,7,RESIDENCE,41.838529884,-87.735188859
prostitution,2002,7,7,21,STREET,41.880485715,-87.74613357
prostitution,2008,9,18,22,STREET,41.919898808,-87.746194922
robbery,2003,6,7,12,SIDEWALK,41.750782433,-87.591823489
robbery,2003,8,17,4,STREET,41.827135532,-87.626470528
criminal_damage,2002,7,10,6,RESIDENCE PORCH/HALLWAY,41.705614741,-87.647659336
theft,2016,8,21,15,SMALL RETAIL STORE,41.848933752,-87.631930586
prostitution,2006,4,10,3,STREET,41.843724661,-87.729396905
prostitution,2016,3,22,20,STREET,41.869569701,-87.743042954
robbery,2008,1,15,10,SIDEWALK,41.822040732,-87.619581591
robbery,2007,11,9,17,RESIDENCE PORCH/HALLWAY,41.923316108,-87.747412947
criminal_damage,2011,1,3,11,RESIDENCE,41.789770964,-87.653547068
narcotics,2006,6,29,16,STREET,41.862864204,-87.714135914
theft,2004,6,8,7,VEHICLE NON-COMMERCIAL,41.771614968,-87.706681685
narcotics,2007,3,16,9,STREET,41.883705962,-87.749067634
theft,2005,11,8,12,STREET,41.871131404,-87.676374714
narcotics,2012,5,22,16,SIDEWALK,41.881175147,-87.725680685
prostitution,2006,1,6,22,STREET,41.889629205,-87.632543289
criminal_damage,2004,1,11,15,STREET,41.89739352,-87.636293102
criminal_damage,2009,11,25,10,STREET,41.786862363,-87.65639387
prostitution,2002,1,14,12,STREET,41.897086966,-87.745852958
prostitution,2016,6,3,20,SIDEWALK,41.879148115,-87.740567984
narcotics,2004,10,11,16,PARK PROPERTY,41.870740921,-87.72349948
theft,2012,2,14,17,RESIDENTIAL YARD (FRONT/BACK),41.77738364,-87.647152025
criminal_damage,2011,3,18,1,RESIDENCE,41.87802667,-87.721906346
robbery,2007,3,3,22,ALLEY,41.789299877,-87.675388453
robbery,2013,8,3,3,SIDEWALK,41.949292379,-87.649546279
narcotics,2006,9,21,14,SIDEWALK,41.873934027,-87.755644612
narcotics,2010,1,15,10,LIBRARY,41.889283859,-87.765800697
theft,2016,8,30,19,STREET,41.920182133,-87.724197407
prostitution,2004,1,20,23,STREET,41.906198822,-87.726516137
prostitution,2008,9,15,6,PARKING LOT/GARAGE(NON.RESID.),41.906637392,-87.726420143
narcotics,2010,2,16,21,STREET,41.758607126,-87.561510616
criminal_damage,2005,9,17,22,STREET,41.974221742,-87.736833478
prostitution,2003,7,15,7,STREET,41.917217521,-87.721973302
criminal_damage,2001,2,21,11,RESIDENCE,41.77164283,-87.684510052
prostitution,2006,5,19,20,STREET,41.859148912,-87.666189509
theft,2011,3,16,21,SIDEWALK,41.761603489,-87.615197285
robbery,2002,4,5,14,STREET,41.759444866,-87.634518627
narcotics,2003,11,29,24,STREET,41.751245333,-87.568660742
narcotics,2002,4,21,11,OTHER,41.88173662,-87.751432105
narcotics,2010,6,16,11,SIDEWALK,41.773294218,-87.590174849
theft,2004,8,29,24,RESTAURANT,41.754592961,-87.741528537
criminal_damage,2008,3,14,12,RESIDENCE,41.987157876,-87.668400457
narcotics,2001,12,7,21,STREET,41.687053158,-87.627885226
prostitution,2007,6,28,23,STREET,41.917177101,-87.725732415
criminal_damage,2015,10,21,20,APARTMENT,41.85215805,-87.67692861
robbery,2002,9,16,5,STREET,41.873882904,-87.686840358
theft,2013,2,12,8,RESIDENCE,41.870825474,-87.716720969
prostitution,2015,5,21,23,STREET,41.781302937,-87.663502924
narcotics,2003,12,30,15,SIDEWALK,41.97055741,-87.729329229
narcotics,2013,3,23,19,APARTMENT,41.808977534,-87.728520269
robbery,2012,12,7,12,SIDEWALK,41.765718456,-87.614960789
narcotics,2008,2,23,21,STREET,41.902647149,-87.727956674
robbery,2011,4,18,1,SIDEWALK,41.721180629,-87.623717187
robbery,2010,2,8,20,CTA TRAIN,41.809125265,-87.631906508
theft,2017,6,1,1,STREET,41.892659231,-87.616599571
robbery,2005,8,21,10,PARK PROPERTY,41.773120341,-87.566637641
narcotics,2008,12,31,23,SIDEWALK,41.844280497,-87.72241492
prostitution,2011,4,17,22,SIDEWALK,41.757730013,-87.644572283
narcotics,2005,9,17,20,OTHER,41.774505646,-87.605796586
narcotics,2002,9,3,24,STREET,41.907974791,-87.77192087
theft,2002,3,24,8,DEPARTMENT STORE,41.764646721,-87.722390196
narcotics,2004,5,27,21,STREET,41.816321863,-87.631189677
theft,2007,4,20,10,COMMERCIAL / BUSINESS OFFICE,41.886412499,-87.632468271
prostitution,2005,4,25,23,SPORTS ARENA/STADIUM,41.86304084,-87.666288555
robbery,2009,4,17,10,ALLEY,41.75938393,-87.583499783
theft,2011,5,8,23,RESIDENCE,42.011336017,-87.67874603
theft,2003,5,3,7,OTHER,41.694977124,-87.604313555
theft,2011,4,27,17,STREET,41.768848052,-87.643804533
narcotics,2011,9,10,3,SIDEWALK,41.884333614,-87.754331723
robbery,2001,12,6,19,STREET,41.921792939,-87.642729852
theft,2009,5,9,1,STREET,41.971236022,-87.772207809
prostitution,2007,1,17,15,STREET,41.951663818,-87.649620191
robbery,2002,8,27,2,STREET,41.78040621,-87.686119261
criminal_damage,2011,3,16,1,TAVERN/LIQUOR STORE,41.909798633,-87.652036281
narcotics,2010,9,25,22,GAS STATION,41.874974798,-87.725475051
narcotics,2002,11,6,17,SIDEWALK,41.880679165,-87.729460332
prostitution,2011,1,8,3,STREET,41.880660786,-87.731186405
robbery,2002,9,27,10,STREET,41.779975054,-87.630937377
robbery,2015,12,22,20,SIDEWALK,41.778679724,-87.780078315
narcotics,2013,7,16,22,SIDEWALK,41.878638996,-87.627691486
robbery,2001,7,3,20,SIDEWALK,41.747732838,-87.603720668
criminal_damage,2013,9,7,3,OTHER,41.765569632,-87.691829041
criminal_damage,2005,8,30,14,RESIDENCE,41.733630248,-87.652062025
theft,2014,3,10,18,SIDEWALK,41.802076719,-87.617910698
prostitution,2002,9,6,9,STREET,41.880850198,-87.716205977
narcotics,2014,6,23,16,RESIDENCE,41.893491529,-87.762075893
prostitution,2005,4,16,24,PARK PROPERTY,41.961948442,-87.634920768
robbery,2002,1,7,13,RESIDENCE,41.735847987,-87.739678197999993
criminal_damage,2005,12,28,17,RESIDENCE-GARAGE,41.698694238,-87.641365072
